metric_type,metric_name,grouping,group_value,count,mean,median,std,min,max,q25,q75
rouge,original_hl_rouge1_f,ai_model_newspaper,gpt_tass,88,0.2508538904668768,0.23166946590320664,0.11290344960606863,0.1071428554436384,0.5365853618173706,0.1666666646522039,0.2954545424076705
rouge,original_hl_rouge2_f,ai_model_newspaper,gpt_tass,88,0.1636968763825928,0.13537176490610509,0.09088817905311546,0.05449591177601736,0.3838383801652894,0.08490565874555005,0.2064516100262227
rouge,original_hl_rougeL_f,ai_model_newspaper,gpt_tass,88,0.24249118182124613,0.2268847769079913,0.11178215897613801,0.09821428401506699,0.5365853618173706,0.1666666646522039,0.2954545424076705
rouge,generated_rouge1_f,ai_model_newspaper,gpt_tvrain,32,0.13533321305460735,0.12497447991947752,0.05785292823427618,0.058139532237020126,0.30894308465430637,0.09321325983247541,0.1637445594027343
rouge,generated_rouge2_f,ai_model_newspaper,gpt_tvrain,32,0.022577536372285475,0.01754925720964169,0.020365593932419136,0.0,0.09790209318475256,0.009641412157695723,0.02888637279297221
rouge,generated_rougeL_f,ai_model_newspaper,gpt_tvrain,32,0.12741819067168159,0.11797100971506765,0.05471264924339021,0.046511625260275975,0.2845528407518673,0.08861810833985155,0.15569255193507275
rouge,generated_hl_rouge1_f,ai_model_newspaper,gpt_tvrain,32,0.20248055646153273,0.1979363057090619,0.07059207609046501,0.07142857046022492,0.33155079890074074,0.16381620205674294,0.25250719845376596
rouge,generated_hl_rouge2_f,ai_model_newspaper,gpt_tvrain,32,0.10364048244497509,0.09777375306422953,0.05288028718115599,0.0,0.23021582434216661,0.07718715108699178,0.1270704195265218
rouge,generated_hl_rougeL_f,ai_model_newspaper,gpt_tvrain,32,0.1883005323847235,0.1824969370586042,0.06798240887396323,0.07070706865370888,0.31016042456918985,0.1608886344978876,0.2288879565347693
rouge,original_hl_rouge1_f,ai_model_newspaper,gpt_tvrain,32,0.14424224315026757,0.15295358291165162,0.05042497105971927,0.04651162585181188,0.20512820013149255,0.11190429821784895,0.18444055451992425
rouge,original_hl_rouge2_f,ai_model_newspaper,gpt_tvrain,32,0.03582886797802939,0.03475150895126576,0.03368112266894632,0.0,0.09230768753964522,0.0,0.05852746198137278
rouge,original_hl_rougeL_f,ai_model_newspaper,gpt_tvrain,32,0.13325532820982394,0.1382911356542677,0.045081317715483224,0.04651162585181188,0.18181817681983486,0.10847964068360236,0.17467948241468415
